0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47
11.59050003,12.36887401,16.16257939,1.7298641909999999,4.215754471,4.112217946,7.911192525,13.99630758,18.40781284,13.98755594,20.04239857,19.49452071,9.474964288999999,10.26328927,14.944289600000001,0.0,15.11582189,28.39895545,34.38141407,0.377050084,9.043513945,13.524053,3.045865819,26.51530021,28.15132537,22.49487977,37.83294904,43.37501152,10.00638892,21.4669222,32.75793304,0.0,11.65330714,22.58353247,35.26155109,0.27566844100000004,4.057606054,8.039691846,2.547971795,17.09448081,30.59514524,26.31222578,50.09944792,55.00354925,6.968929302,18.1188647,29.06844689,0.0
1.25144582,8.110761371,9.109122278,0.12177386300000001,3.267294839,9.105544008999999,0.689951869,8.876631997,6.083579291,7.972544215,11.17697809,13.03686492,3.23775549,7.996830791,9.676524882,0.0,0.0,3.342369627,23.70536277,0.0,0.0,1.742923089,0.0,1.132043957,4.889819476,4.510171982,34.38173794,42.29478749,0.0,5.948041851,8.970807297999999,0.0,0.0,3.0746120789999996,14.24693951,0.0,0.0,0.878081853,0.0,0.830867403,2.902396599,6.536001371,46.544616600000005,46.08846314,0.0,3.0746937169999997,5.085670913,0.0
18.46507819,13.47157217,37.38354754,1.208332351,39.67142934,41.17834608,10.30004263,61.72597738,62.91956913,19.78619625,23.535493399999996,21.9180702,47.96214472,27.15198165,76.45126838,0.0,0.0,30.36311877,31.86956379,0.5424974920000001,14.09805788,17.10738006,3.019148584,33.44114491,35.15374563,24.23900204,43.49187499,48.23965662,14.0670777,26.30947521,35.92744664,0.0,12.90070345,25.0144043,42.53147932,0.44794504,12.94497014,24.71545556,2.8414599469999997,36.58244249,64.13599101,32.16531055,51.64764803,58.39892185,13.37572764,30.61273502,47.66948987,0.0
9.055172217,8.916453721,8.674987339,1.468935867,2.627491811,4.471163192,6.90640733,8.653540466,10.22354965,7.147436012000001,9.80291595,10.13794025,3.031273928,4.546819288,8.546147234,0.0,7.1318595689999995,17.58389829,26.35991815,0.0,0.665064231,2.871965335,0.0,4.892554111,8.121165956,11.68964545,24.97534285,29.2582978,0.894637207,2.546576237,7.473385241,0.0,9.967512852999999,17.78386933,18.90594075,0.0,2.7859919960000004,3.936030958,3.4621730569999998,12.57060724,12.67179243,14.22488447,19.78249574,23.41994655,6.131625875,9.894361568999999,12.53742021,0.0
9.616112883,13.66496862,11.85429164,2.5793324159999997,16.4358293,18.29616546,2.8893303610000003,19.25650723,19.42489921,30.38899776,38.88072897,40.27887601,11.94269708,21.93776353,23.04134387,0.0,10.309391999999999,32.25917309,36.38251036,0.321740184,33.60384304,42.00742206,1.0952234109999999,52.43953497,54.90007838,54.22895975,63.56431346,63.2869505,12.05436323,57.02971842,54.65489395,0.0,23.76547665,35.88987774,46.36906778,0.8572553079999999,44.39407022,53.10447809,5.49871711,68.26027768,67.19924832,73.07610721,81.15618498,79.52732954,39.62688642,82.02772208,86.76211847,0.0
10.05139356,12.33593597,10.49048013,0.970983294,13.33701887,17.14482537,4.522238884,14.62829911,13.95628888,19.47556274,21.66443641,18.99441923,12.14875689,14.44407911,11.72782605,0.0,0.33050129300000003,5.800095284,9.518190042,0.0,6.77799041,14.905393400000001,0.0,12.68915479,30.40581968,8.246523526,36.7072802,54.29333472,0.0,19.13564251,13.738594500000001,0.0,0.419612341,11.85943612,33.82793233,0.0,13.87014343,33.28584241,0.0,24.59821074,66.86881109,14.03184959,60.85990802,80.53864746,0.0,46.74806516,45.53588257,0.0
21.18588073,23.00642082,39.51659226,2.048615833,44.92520247,47.05254638,13.82100293,72.6088082,69.38989345,62.426823,76.21686958,70.35430221,59.99235473,75.38356191,78.29631742,0.0,26.29043032,34.77458228,37.39782282,0.96264489,39.32908802,40.32887688,4.451923676,61.04819615,59.7575144,57.84627264,65.93366748,63.71103229,38.01577432,66.05788910000001,62.40731324,0.0,28.72536954,34.91231211,45.90687609,1.413781414,50.43757677,52.013337899999996,5.620589612000001,73.06292012,75.59377488,76.3025428,80.02551627,83.65366275,45.11238212,78.61845192,84.40416295,0.0
8.912186757,10.72342611,11.81277895,1.84960131,9.065649451,13.83920399,4.278834497,16.48404533,17.45236147,18.18990312,23.65087488,26.69194458,8.194090633,14.81646107,16.67869351,0.0,4.385154303,27.07281953,30.11809644,0.0,25.94022732,35.19969401,0.47881939100000004,47.92550874,50.62222146,38.10999093,54.30595244,57.95225277,3.4969709289999997,46.50216111,49.89638876,0.0,14.03295033,33.32323005,44.03901684,4.5101083939999995,31.15457228,42.55967392,16.12823791,58.864107,61.87528527,63.35366236,81.85780625,86.21496371,26.57993699,73.72948461,77.85078652,0.0
3.167837071,1.983204496,2.106143629,0.29505622800000003,9.853260902999999,9.685019183,2.658633939,14.46737016,17.15607423,28.40072634,32.01759643,39.75657581,1.8596011209999999,3.9471875560000003,5.007207988,0.0,2.874679313,28.48464058,35.59381518,0.0,19.70724871,37.2145199,5.4796607260000005,38.82629912,64.96884309,42.31281665,57.9744807,65.15148191,3.551606076,53.91867484,62.34681732,0.0,4.68080841,29.59583126,43.56818344,0.0,35.46998729,49.74093184,5.688672061,64.99704829,75.71719698,77.92695821,88.82757824,84.31065923,8.955957809,80.64990682,92.20931063,0.0
2.887815395,11.65626027,12.51034862,0.15324279999999998,10.4212352,15.44371593,1.034854608,15.70792465,11.23128528,13.20129952,14.46827704,13.88482007,6.968372781,15.40870509,14.85665703,0.0,0.0,4.220973073,11.98186799,0.0,3.378377543,15.30703648,3.5492844519999998,7.705318498,41.94054392,9.609943507999999,15.35251148,43.16671419,0.0,11.61765415,12.24697181,0.0,0.41382769700000005,9.508022367,32.14841463,0.0,7.275251821,35.33585167,3.20619178,16.32124134,73.16269955,21.81045338,48.23235239,78.78970759,0.0,12.90161423,26.6793303,0.0
