0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47
24.10905766,32.87780619,43.39942952,1.221284135,25.1779767,32.37253744,7.676008537,60.41732712,64.50667156,36.55522639,46.64960106,47.85301388,21.44960942,27.71714775,52.2237426,0.0,15.42545497,30.08596307,35.8368136,0.0,11.6535106,17.02843498,1.188847918,32.40012299,27.27757284,24.95662893,45.54864618,42.79858664,8.905135224,18.119960199999998,27.22195897,0.0,8.286467695,22.46669781,37.70168941,0.0,8.034140762,20.18480169,0.662349524,21.77773542,53.28001638,23.90935743,47.15771685,62.53548833,4.577603745,21.19444726,42.00065126,0.0
18.40035471,16.25238798,42.71521565,0.0,39.12148383,47.59873076,3.5977898880000003,69.98737297,70.05483344,20.97581455,23.18775097,22.00500964,18.04784884,23.57347354,81.35759178,0.0,14.75153907,31.62416369,37.39576088,0.448085745,13.27473408,17.72318391,3.418730848,25.122444199999997,30.07190595,22.54874195,36.80117668,42.20791273,8.748271212999999,19.13281286,27.47497093,0.0,9.361658454,22.12521071,38.83428513,0.0,9.540244592,21.41511712,2.2171631169999997,25.83582864,53.84533811,25.36847762,50.91041247,62.69909879,5.005508734,24.92895829,43.08223061,0.0
26.47105008,15.00790512,40.67066673,10.03471889,44.50757189,50.81226991,13.26153778,66.43295508,69.21564786,16.47592229,19.59466142,19.12358264,37.0158274,10.02539168,41.01536377,0.0,17.88950545,30.84474943,42.94679968,39.22831543,47.13740479,49.46765787,6.2629300720000005,24.92429214,29.29928272,26.0695387,40.32928262,46.57912629,10.87603871,19.12422917,30.41179661,0.0,12.69227905,24.01338043,38.95047983,38.99137319,45.82883908,50.09626002,5.967393026,28.83921229,55.76912496,27.19452945,55.41075316,64.88423444,7.65708472,24.91728565,43.47281583,0.0
6.618305452,19.22189421,38.88169758,0.0,8.123761297,9.226197008,0.340410651,32.95642094,47.36333704,24.01631717,30.07960625,29.79340439,3.1690993310000004,18.20970217,28.27747642,0.0,9.330486935,24.08891574,26.99117029,0.0,7.405890222999999,8.430071853,0.72962294,20.3250042,20.51920273,21.60400316,30.2871506,38.85520908,4.143900161,16.01570816,19.48013153,0.0,5.982836529,19.02499104,34.0336157,0.0,4.698019536,8.109204436,0.94272788,17.29489164,38.16631108,25.48313253,49.96376516,54.07334238,3.6094344730000003,16.57162393,32.51941474,0.0
24.17024028,35.80552258,40.294774600000004,3.120933892,42.30149711,40.31193463,10.90397812,61.05645885,64.44051661,70.14701034,70.25926715,73.95050649,27.32089436,72.8784855,74.62339174,0.0,21.83853262,34.89766998,40.40712226,0.33994205299999997,37.12675544,34.27058432,1.3589469669999998,57.33300234,64.45105489,61.13755675,70.67829218,58.46064001,21.26152094,61.01774399,68.67316565,0.0,24.48223218,38.35488356,42.68462411,0.399824711,47.37471195,42.52654707,1.4425027209999999,67.97015702,67.99152053,83.17489955,81.27460019,84.68245385,23.79770547,79.51166554,79.64252926,0.0
31.73318055,33.92093167,38.41251828,1.277604509,46.04956103,43.335395,9.850315112,63.8388463,64.60187181,54.53336611,55.70352222,57.7580975,51.955783200000006,71.32414041,78.36249844,0.0,31.26129694,38.72175402,36.57290373,0.719285108,36.22635154,33.94655387,3.373624056,54.46826622,62.7905956,66.11270607,66.35401825,65.50261834,33.03335054,65.91039362,67.31022474,0.0,33.931236600000005,40.60161129,42.25144884,1.152603634,46.21141257,44.40779423,3.864236463,69.25619095,68.71737558,82.51131881,84.42429873,83.82528245,33.61928283,76.73725946,78.2529931,0.0
33.44709826,36.56526068,39.55792883,8.38964842,65.92742304,63.53284655,9.771808987,64.80559966,63.41514905,62.46560879,64.57811697,63.222267,65.33671460000001,72.70586315,76.79526891,0.0,33.27025402,39.35320613,39.02512557,41.03794598,57.95486785,52.14546944,5.06261629,57.19204969,59.81582481,62.39976577,66.50686069,62.22086343,37.522573,60.65973957,65.9488999,0.0,37.07516302,39.89366621,41.55598689,42.05804129999999,66.26538653,56.80622374,5.460903942000001,69.07936453,67.52036403,84.81458604,83.82537223,85.99469652,45.19876304,78.63353277,81.63071985,0.0
17.50108516,38.94339394,40.11142329,0.0,42.74477554,44.8781348,0.6491105420000001,65.57301901,66.67600965,70.24905586,69.97972982,75.73582011,8.776630532999999,74.07785582,75.28558302,0.0,12.26279814,37.31441052,36.58867026,0.0,38.66523027,31.57364304,0.638545637,57.71086681,59.93143231,61.82340519,71.09717455,59.66718586,6.7680647810000005,63.07769687,68.10761052,0.0,12.21708819,40.36775448,42.68363634,0.0,47.71503964,44.37252425,0.609947969,70.19925962,65.42133393,84.64975432,83.38501147,86.49714531,0.0,78.00288409,79.34654649,0.0
7.147036957999999,28.25277351,34.79607292,0.47132725799999997,38.40946204,42.82874785,6.975926865,54.39040243,68.43167679,70.51359377,72.16100406,78.28452045,6.877576478,47.63735715,52.16406686,0.0,3.8492006489999997,35.33279168,37.62624076,0.0,25.94389985,42.12607272,3.554195282,50.447215899999996,62.03548199,55.58164705,56.60877307,69.52780108,2.7908224180000003,55.60412419,65.50667277,0.0,3.638207936,35.20060583,40.48594286,0.0,31.9378098,49.97942971,4.04132523,55.23935567,71.83207772,71.00136701,80.78104004,91.13914928,2.354282195,72.70181754,81.99763098,0.0
1.2229069259999998,24.60563466,33.55651029,0.0,46.67086698,49.72808893,7.810317962999999,64.56169067,69.13688603,80.28534176,77.62777181,82.33244396,0.0,35.33291059,55.96628365,0.0,13.70204119,37.08529427,36.0162633,0.0,34.74723042,40.08752213,4.7108856,59.00727735,60.61766338,56.33395035,60.94658978,63.37225968,8.39178019,56.79309437,61.57150807,0.0,11.32681683,38.5374711,41.728023,0.0,46.19860459,49.53018855,4.961974313,70.71411309999999,71.82751675,86.6996801,84.33974431,89.12987666,6.458217991000001,76.47373216,83.59935968,0.0
